     <bin>     <x>       <Pt>      <z>        <Q2>     <y>     <Yield>   <Astat>
     1097     0.000     0.000     0.000     0.000     0.000        0     0.000
     1098     0.000     0.000     0.000     0.000     0.000        0     0.000
     1099     0.000     0.000     0.000     0.000     0.000        0     0.000
     1100     0.115     0.143     0.275     1.255     0.527       85     0.323
     1101     0.093     0.251     0.248     1.240     0.651    39749     0.015
     1102     0.083     0.376     0.249     1.228     0.729   101157     0.009
     1103     0.081     0.515     0.256     1.227     0.744    72451     0.011
     1104     0.080     0.647     0.277     1.242     0.762    15483     0.024
     1105     0.077     0.770     0.292     1.278     0.807      369     0.155
     1106     0.000     0.000     0.000     0.000     0.000        0     0.000
     1107     0.000     0.000     0.000     0.000     0.000        0     0.000
     1108     0.000     0.000     0.000     0.000     0.000        0     0.000
     1109     0.000     0.000     0.000     0.000     0.000        0     0.000
     1110     0.141     0.133     0.271     1.395     0.482      854     0.102
     1111     0.132     0.208     0.264     1.399     0.516     5373     0.041
     1112     0.132     0.375     0.261     1.401     0.516     3153     0.053
     1113     0.132     0.516     0.268     1.399     0.515     2109     0.065
     1114     0.127     0.624     0.291     1.418     0.542      140     0.252
     1115     0.000     0.000     0.000     0.000     0.000        0     0.000
     1116     0.000     0.000     0.000     0.000     0.000        0     0.000
     1117     0.000     0.000     0.000     0.000     0.000        0     0.000
     1118     0.000     0.000     0.000     0.000     0.000        0     0.000
     1119     0.000     0.000     0.000     0.000     0.000        0     0.000
     1120     0.186     0.126     0.289     1.480     0.385        5     1.333
     1121     0.183     0.177     0.288     1.473     0.391        9     0.994
     1122     0.186     0.368     0.289     1.481     0.387        7     1.127
     1123     0.185     0.516     0.290     1.481     0.389        4     1.491
     1124     0.000     0.000     0.000     0.000     0.000        0     0.000
     1125     0.000     0.000     0.000     0.000     0.000        0     0.000
     1126     0.000     0.000     0.000     0.000     0.000        0     0.000
     1127     0.000     0.000     0.000     0.000     0.000        0     0.000
     1128     0.000     0.000     0.000     0.000     0.000        0     0.000
     1129     0.000     0.000     0.000     0.000     0.000        0     0.000
     1130     0.000     0.000     0.000     0.000     0.000        0     0.000
     1131     0.000     0.000     0.000     0.000     0.000        0     0.000
     1132     0.000     0.000     0.000     0.000     0.000        0     0.000
     1133     0.000     0.000     0.000     0.000     0.000        0     0.000
     1134     0.000     0.000     0.000     0.000     0.000        0     0.000
     1135     0.000     0.000     0.000     0.000     0.000        0     0.000
     1136     0.000     0.000     0.000     0.000     0.000        0     0.000
     1137     0.000     0.000     0.000     0.000     0.000        0     0.000
     1138     0.000     0.000     0.000     0.000     0.000        0     0.000
     1139     0.000     0.000     0.000     0.000     0.000        0     0.000
     1140     0.000     0.000     0.000     0.000     0.000        0     0.000
     1141     0.000     0.000     0.000     0.000     0.000        0     0.000
     1142     0.000     0.000     0.000     0.000     0.000        0     0.000
     1143     0.000     0.000     0.000     0.000     0.000        0     0.000
     1144     0.000     0.000     0.000     0.000     0.000        0     0.000
     1145     0.000     0.000     0.000     0.000     0.000        0     0.000
     1146     0.000     0.000     0.000     0.000     0.000        0     0.000
     1147     0.000     0.000     0.000     0.000     0.000        0     0.000
     1148     0.000     0.000     0.000     0.000     0.000        0     0.000
     1149     0.000     0.000     0.000     0.000     0.000        0     0.000
     1150     0.000     0.000     0.000     0.000     0.000        0     0.000
     1151     0.000     0.000     0.000     0.000     0.000        0     0.000
     1152     0.000     0.000     0.000     0.000     0.000        0     0.000
     1153     0.000     0.000     0.000     0.000     0.000        0     0.000
     1154     0.000     0.000     0.000     0.000     0.000        0     0.000
     1155     0.000     0.000     0.000     0.000     0.000        0     0.000
     1156     0.000     0.000     0.000     0.000     0.000        0     0.000
     1157     0.000     0.000     0.000     0.000     0.000        0     0.000
     1158     0.000     0.000     0.000     0.000     0.000        0     0.000
     1159     0.000     0.000     0.000     0.000     0.000        0     0.000
     1160     0.000     0.000     0.000     0.000     0.000        0     0.000
     1161     0.000     0.000     0.000     0.000     0.000        0     0.000
     1162     0.000     0.000     0.000     0.000     0.000        0     0.000
     1163     0.000     0.000     0.000     0.000     0.000        0     0.000
     1164     0.000     0.000     0.000     0.000     0.000        0     0.000
     1165     0.000     0.000     0.000     0.000     0.000        0     0.000
     1166     0.000     0.000     0.000     0.000     0.000        0     0.000
     1167     0.000     0.000     0.000     0.000     0.000        0     0.000
     1168     0.000     0.000     0.000     0.000     0.000        0     0.000
     1169     0.000     0.000     0.000     0.000     0.000        0     0.000
     1170     0.000     0.000     0.000     0.000     0.000        0     0.000
     1171     0.000     0.000     0.000     0.000     0.000        0     0.000
     1172     0.000     0.000     0.000     0.000     0.000        0     0.000
     1173     0.000     0.000     0.000     0.000     0.000        0     0.000
     1174     0.000     0.000     0.000     0.000     0.000        0     0.000
     1175     0.000     0.000     0.000     0.000     0.000        0     0.000
     1176     0.000     0.000     0.000     0.000     0.000        0     0.000
     1177     0.000     0.000     0.000     0.000     0.000        0     0.000
     1178     0.000     0.000     0.000     0.000     0.000        0     0.000
     1179     0.000     0.000     0.000     0.000     0.000        0     0.000
     1180     0.000     0.000     0.000     0.000     0.000        0     0.000
     1181     0.000     0.000     0.000     0.000     0.000        0     0.000
     1182     0.000     0.000     0.000     0.000     0.000        0     0.000
     1183     0.000     0.000     0.000     0.000     0.000        0     0.000
     1184     0.000     0.000     0.000     0.000     0.000        0     0.000
     1185     0.000     0.000     0.000     0.000     0.000        0     0.000
     1186     0.000     0.000     0.000     0.000     0.000        0     0.000
     1187     0.000     0.000     0.000     0.000     0.000        0     0.000
     1188     0.000     0.000     0.000     0.000     0.000        0     0.000
     1189     0.000     0.000     0.000     0.000     0.000        0     0.000
     1190     0.000     0.000     0.000     0.000     0.000        0     0.000
     1191     0.000     0.000     0.000     0.000     0.000        0     0.000
     1192     0.000     0.000     0.000     0.000     0.000        0     0.000
     1193     0.000     0.000     0.000     0.000     0.000        0     0.000
     1194     0.000     0.000     0.000     0.000     0.000        0     0.000
     1195     0.000     0.000     0.000     0.000     0.000        0     0.000
     1196     0.000     0.000     0.000     0.000     0.000        0     0.000
     1197     0.000     0.000     0.000     0.000     0.000        0     0.000
     1198     0.000     0.000     0.000     0.000     0.000        0     0.000
     1199     0.000     0.000     0.000     0.000     0.000        0     0.000
     1200     0.113     0.138     0.357     1.259     0.541      453     0.140
     1201     0.099     0.248     0.346     1.242     0.615    25174     0.019
     1202     0.089     0.383     0.345     1.231     0.682    71994     0.011
     1203     0.083     0.521     0.348     1.227     0.725    74131     0.011
     1204     0.082     0.667     0.351     1.227     0.733    50837     0.013
     1205     0.081     0.806     0.361     1.239     0.750    17349     0.023
     1206     0.077     0.941     0.379     1.250     0.786     2369     0.061
     1207     0.077     1.065     0.393     1.307     0.827       26     0.585
     1208     0.000     0.000     0.000     0.000     0.000        0     0.000
     1209     0.000     0.000     0.000     0.000     0.000        0     0.000
     1210     0.144     0.120     0.355     1.399     0.473     2729     0.057
     1211     0.136     0.222     0.350     1.393     0.501     9717     0.030
     1212     0.134     0.374     0.354     1.398     0.507     6337     0.037
     1213     0.136     0.520     0.350     1.395     0.502     4075     0.047
     1214     0.135     0.662     0.356     1.400     0.504     2820     0.056
     1215     0.131     0.785     0.380     1.410     0.525      353     0.159
     1216     0.126     0.903     0.395     1.484     0.571        2     2.108
     1217     0.000     0.000     0.000     0.000     0.000        0     0.000
     1218     0.000     0.000     0.000     0.000     0.000        0     0.000
     1219     0.000     0.000     0.000     0.000     0.000        0     0.000
     1220     0.186     0.104     0.351     1.481     0.386       76     0.342
     1221     0.186     0.210     0.358     1.479     0.385      113     0.280
     1222     0.186     0.392     0.351     1.480     0.386       42     0.460
     1223     0.187     0.508     0.359     1.483     0.385       63     0.376
     1224     0.185     0.652     0.372     1.479     0.387       28     0.563
     1225     0.000     0.000     0.000     0.000     0.000        0     0.000
     1226     0.000     0.000     0.000     0.000     0.000        0     0.000
     1227     0.000     0.000     0.000     0.000     0.000        0     0.000
     1228     0.000     0.000     0.000     0.000     0.000        0     0.000
     1229     0.000     0.000     0.000     0.000     0.000        0     0.000
     1230     0.000     0.000     0.000     0.000     0.000        0     0.000
     1231     0.000     0.000     0.000     0.000     0.000        0     0.000
     1232     0.000     0.000     0.000     0.000     0.000        0     0.000
     1233     0.000     0.000     0.000     0.000     0.000        0     0.000
     1234     0.000     0.000     0.000     0.000     0.000        0     0.000
     1235     0.000     0.000     0.000     0.000     0.000        0     0.000
     1236     0.000     0.000     0.000     0.000     0.000        0     0.000
     1237     0.000     0.000     0.000     0.000     0.000        0     0.000
     1238     0.000     0.000     0.000     0.000     0.000        0     0.000
     1239     0.000     0.000     0.000     0.000     0.000        0     0.000
     1240     0.000     0.000     0.000     0.000     0.000        0     0.000
     1241     0.000     0.000     0.000     0.000     0.000        0     0.000
     1242     0.000     0.000     0.000     0.000     0.000        0     0.000
     1243     0.000     0.000     0.000     0.000     0.000        0     0.000
     1244     0.000     0.000     0.000     0.000     0.000        0     0.000
     1245     0.000     0.000     0.000     0.000     0.000        0     0.000
     1246     0.000     0.000     0.000     0.000     0.000        0     0.000
     1247     0.000     0.000     0.000     0.000     0.000        0     0.000
     1248     0.000     0.000     0.000     0.000     0.000        0     0.000
     1249     0.000     0.000     0.000     0.000     0.000        0     0.000
     1250     0.000     0.000     0.000     0.000     0.000        0     0.000
     1251     0.000     0.000     0.000     0.000     0.000        0     0.000
     1252     0.000     0.000     0.000     0.000     0.000        0     0.000
     1253     0.000     0.000     0.000     0.000     0.000        0     0.000
     1254     0.000     0.000     0.000     0.000     0.000        0     0.000
     1255     0.000     0.000     0.000     0.000     0.000        0     0.000
     1256     0.000     0.000     0.000     0.000     0.000        0     0.000
     1257     0.000     0.000     0.000     0.000     0.000        0     0.000
     1258     0.000     0.000     0.000     0.000     0.000        0     0.000
     1259     0.000     0.000     0.000     0.000     0.000        0     0.000
     1260     0.000     0.000     0.000     0.000     0.000        0     0.000
     1261     0.000     0.000     0.000     0.000     0.000        0     0.000
     1262     0.000     0.000     0.000     0.000     0.000        0     0.000
     1263     0.000     0.000     0.000     0.000     0.000        0     0.000
     1264     0.000     0.000     0.000     0.000     0.000        0     0.000
     1265     0.000     0.000     0.000     0.000     0.000        0     0.000
     1266     0.000     0.000     0.000     0.000     0.000        0     0.000
     1267     0.000     0.000     0.000     0.000     0.000        0     0.000
     1268     0.000     0.000     0.000     0.000     0.000        0     0.000
     1269     0.000     0.000     0.000     0.000     0.000        0     0.000
     1270     0.000     0.000     0.000     0.000     0.000        0     0.000
     1271     0.000     0.000     0.000     0.000     0.000        0     0.000
     1272     0.000     0.000     0.000     0.000     0.000        0     0.000
     1273     0.000     0.000     0.000     0.000     0.000        0     0.000
     1274     0.000     0.000     0.000     0.000     0.000        0     0.000
     1275     0.000     0.000     0.000     0.000     0.000        0     0.000
     1276     0.000     0.000     0.000     0.000     0.000        0     0.000
     1277     0.000     0.000     0.000     0.000     0.000        0     0.000
     1278     0.000     0.000     0.000     0.000     0.000        0     0.000
     1279     0.000     0.000     0.000     0.000     0.000        0     0.000
     1280     0.000     0.000     0.000     0.000     0.000        0     0.000
     1281     0.000     0.000     0.000     0.000     0.000        0     0.000
     1282     0.000     0.000     0.000     0.000     0.000        0     0.000
     1283     0.000     0.000     0.000     0.000     0.000        0     0.000
     1284     0.000     0.000     0.000     0.000     0.000        0     0.000
     1285     0.000     0.000     0.000     0.000     0.000        0     0.000
     1286     0.000     0.000     0.000     0.000     0.000        0     0.000
     1287     0.000     0.000     0.000     0.000     0.000        0     0.000
     1288     0.000     0.000     0.000     0.000     0.000        0     0.000
     1289     0.000     0.000     0.000     0.000     0.000        0     0.000
     1290     0.000     0.000     0.000     0.000     0.000        0     0.000
     1291     0.000     0.000     0.000     0.000     0.000        0     0.000
     1292     0.000     0.000     0.000     0.000     0.000        0     0.000
     1293     0.000     0.000     0.000     0.000     0.000        0     0.000
     1294     0.000     0.000     0.000     0.000     0.000        0     0.000
     1295     0.000     0.000     0.000     0.000     0.000        0     0.000
     1296     0.000     0.000     0.000     0.000     0.000        0     0.000
     1297     0.000     0.000     0.000     0.000     0.000        0     0.000
     1298     0.000     0.000     0.000     0.000     0.000        0     0.000
     1299     0.000     0.000     0.000     0.000     0.000        0     0.000
     1300     0.112     0.130     0.453     1.253     0.544      786     0.106
     1301     0.100     0.243     0.446     1.240     0.603    15245     0.024
     1302     0.093     0.385     0.445     1.232     0.653    39268     0.015
     1303     0.087     0.523     0.447     1.229     0.693    53934     0.013
     1304     0.083     0.671     0.447     1.225     0.723    40129     0.015
     1305     0.082     0.817     0.449     1.226     0.731    26025     0.018
     1306     0.082     0.961     0.453     1.235     0.741    10805     0.029
     1307     0.078     1.103     0.464     1.239     0.771     2565     0.059
     1308     0.077     1.238     0.482     1.269     0.801      241     0.192
     1309     0.070     1.364     0.496     1.226     0.844        2     2.108
     1310     0.146     0.108     0.452     1.403     0.471     3820     0.048
     1311     0.137     0.223     0.449     1.392     0.495     8690     0.032
     1312     0.136     0.376     0.449     1.396     0.500     7345     0.035
     1313     0.136     0.512     0.454     1.397     0.502     5328     0.041
     1314     0.137     0.675     0.447     1.395     0.497     2571     0.059
     1315     0.137     0.813     0.451     1.398     0.498     1902     0.068
     1316     0.134     0.945     0.469     1.414     0.515      379     0.153
     1317     0.124     1.076     0.484     1.439     0.565       11     0.899
     1318     0.000     0.000     0.000     0.000     0.000        0     0.000
     1319     0.000     0.000     0.000     0.000     0.000        0     0.000
     1320     0.186     0.085     0.454     1.478     0.386      152     0.242
     1321     0.187     0.216     0.449     1.479     0.384      158     0.237
     1322     0.186     0.366     0.456     1.481     0.386      118     0.274
     1323     0.186     0.516     0.455     1.477     0.385       77     0.340
     1324     0.187     0.671     0.445     1.482     0.385       58     0.391
     1325     0.187     0.809     0.470     1.482     0.384       30     0.544
     1326     0.181     0.912     0.489     1.462     0.392        1     2.981
     1327     0.000     0.000     0.000     0.000     0.000        0     0.000
     1328     0.000     0.000     0.000     0.000     0.000        0     0.000
     1329     0.000     0.000     0.000     0.000     0.000        0     0.000
     1330     0.000     0.000     0.000     0.000     0.000        0     0.000
     1331     0.000     0.000     0.000     0.000     0.000        0     0.000
     1332     0.000     0.000     0.000     0.000     0.000        0     0.000
     1333     0.000     0.000     0.000     0.000     0.000        0     0.000
     1334     0.000     0.000     0.000     0.000     0.000        0     0.000
     1335     0.000     0.000     0.000     0.000     0.000        0     0.000
     1336     0.000     0.000     0.000     0.000     0.000        0     0.000
     1337     0.000     0.000     0.000     0.000     0.000        0     0.000
     1338     0.000     0.000     0.000     0.000     0.000        0     0.000
     1339     0.000     0.000     0.000     0.000     0.000        0     0.000
     1340     0.000     0.000     0.000     0.000     0.000        0     0.000
     1341     0.000     0.000     0.000     0.000     0.000        0     0.000
     1342     0.000     0.000     0.000     0.000     0.000        0     0.000
     1343     0.000     0.000     0.000     0.000     0.000        0     0.000
     1344     0.000     0.000     0.000     0.000     0.000        0     0.000
     1345     0.000     0.000     0.000     0.000     0.000        0     0.000
     1346     0.000     0.000     0.000     0.000     0.000        0     0.000
     1347     0.000     0.000     0.000     0.000     0.000        0     0.000
     1348     0.000     0.000     0.000     0.000     0.000        0     0.000
     1349     0.000     0.000     0.000     0.000     0.000        0     0.000
     1350     0.000     0.000     0.000     0.000     0.000        0     0.000
     1351     0.000     0.000     0.000     0.000     0.000        0     0.000
     1352     0.000     0.000     0.000     0.000     0.000        0     0.000
     1353     0.000     0.000     0.000     0.000     0.000        0     0.000
     1354     0.000     0.000     0.000     0.000     0.000        0     0.000
     1355     0.000     0.000     0.000     0.000     0.000        0     0.000
     1356     0.000     0.000     0.000     0.000     0.000        0     0.000
     1357     0.000     0.000     0.000     0.000     0.000        0     0.000
     1358     0.000     0.000     0.000     0.000     0.000        0     0.000
     1359     0.000     0.000     0.000     0.000     0.000        0     0.000
     1360     0.000     0.000     0.000     0.000     0.000        0     0.000
     1361     0.000     0.000     0.000     0.000     0.000        0     0.000
     1362     0.000     0.000     0.000     0.000     0.000        0     0.000
     1363     0.000     0.000     0.000     0.000     0.000        0     0.000
     1364     0.000     0.000     0.000     0.000     0.000        0     0.000
     1365     0.000     0.000     0.000     0.000     0.000        0     0.000
     1366     0.000     0.000     0.000     0.000     0.000        0     0.000
     1367     0.000     0.000     0.000     0.000     0.000        0     0.000
     1368     0.000     0.000     0.000     0.000     0.000        0     0.000
     1369     0.000     0.000     0.000     0.000     0.000        0     0.000
     1370     0.000     0.000     0.000     0.000     0.000        0     0.000
     1371     0.000     0.000     0.000     0.000     0.000        0     0.000
     1372     0.000     0.000     0.000     0.000     0.000        0     0.000
     1373     0.000     0.000     0.000     0.000     0.000        0     0.000
     1374     0.000     0.000     0.000     0.000     0.000        0     0.000
     1375     0.000     0.000     0.000     0.000     0.000        0     0.000
     1376     0.000     0.000     0.000     0.000     0.000        0     0.000
     1377     0.000     0.000     0.000     0.000     0.000        0     0.000
     1378     0.000     0.000     0.000     0.000     0.000        0     0.000
     1379     0.000     0.000     0.000     0.000     0.000        0     0.000
     1380     0.000     0.000     0.000     0.000     0.000        0     0.000
     1381     0.000     0.000     0.000     0.000     0.000        0     0.000
     1382     0.000     0.000     0.000     0.000     0.000        0     0.000
     1383     0.000     0.000     0.000     0.000     0.000        0     0.000
     1384     0.000     0.000     0.000     0.000     0.000        0     0.000
     1385     0.000     0.000     0.000     0.000     0.000        0     0.000
     1386     0.000     0.000     0.000     0.000     0.000        0     0.000
     1387     0.000     0.000     0.000     0.000     0.000        0     0.000
     1388     0.000     0.000     0.000     0.000     0.000        0     0.000
     1389     0.000     0.000     0.000     0.000     0.000        0     0.000
     1390     0.000     0.000     0.000     0.000     0.000        0     0.000
     1391     0.000     0.000     0.000     0.000     0.000        0     0.000
     1392     0.000     0.000     0.000     0.000     0.000        0     0.000
     1393     0.000     0.000     0.000     0.000     0.000        0     0.000
     1394     0.000     0.000     0.000     0.000     0.000        0     0.000
     1395     0.000     0.000     0.000     0.000     0.000        0     0.000
     1396     0.000     0.000     0.000     0.000     0.000        0     0.000
     1397     0.000     0.000     0.000     0.000     0.000        0     0.000
     1398     0.000     0.000     0.000     0.000     0.000        0     0.000
     1399     0.000     0.000     0.000     0.000     0.000        0     0.000
     1400     0.111     0.124     0.551     1.255     0.547      968     0.096
     1401     0.102     0.240     0.545     1.242     0.592     9572     0.030
     1402     0.096     0.382     0.545     1.234     0.631    19963     0.021
     1403     0.091     0.527     0.545     1.231     0.664    32045     0.017
     1404     0.087     0.670     0.547     1.230     0.697    28096     0.018
     1405     0.084     0.819     0.546     1.224     0.719    18317     0.022
     1406     0.082     0.966     0.547     1.225     0.731    10621     0.029
     1407     0.082     1.111     0.549     1.232     0.734     4535     0.044
     1408     0.081     1.256     0.553     1.240     0.752     1320     0.082
     1409     0.079     1.401     0.568     1.252     0.776      227     0.198
     1410     0.146     0.099     0.551     1.401     0.468     4188     0.046
     1411     0.139     0.222     0.549     1.393     0.490     7472     0.034
     1412     0.136     0.375     0.548     1.396     0.500     5929     0.039
     1413     0.138     0.521     0.549     1.395     0.494     6028     0.038
     1414     0.136     0.660     0.552     1.400     0.502     2696     0.057
     1415     0.138     0.824     0.545     1.393     0.493     1349     0.081
     1416     0.138     0.963     0.550     1.393     0.493      967     0.096
     1417     0.132     1.100     0.560     1.404     0.517      250     0.189
     1418     0.127     1.234     0.568     1.431     0.548       15     0.770
     1419     0.000     0.000     0.000     0.000     0.000        0     0.000
     1420     0.186     0.088     0.553     1.479     0.385      251     0.188
     1421     0.187     0.210     0.548     1.479     0.384      125     0.267
     1422     0.187     0.378     0.550     1.479     0.384      124     0.268
     1423     0.186     0.519     0.554     1.482     0.386      131     0.260
     1424     0.187     0.681     0.544     1.480     0.384       56     0.398
     1425     0.186     0.826     0.544     1.476     0.385       49     0.426
     1426     0.183     0.938     0.545     1.474     0.390        4     1.491
     1427     0.000     0.000     0.000     0.000     0.000        0     0.000
     1428     0.000     0.000     0.000     0.000     0.000        0     0.000
     1429     0.000     0.000     0.000     0.000     0.000        0     0.000
     1430     0.000     0.000     0.000     0.000     0.000        0     0.000
     1431     0.000     0.000     0.000     0.000     0.000        0     0.000
     1432     0.000     0.000     0.000     0.000     0.000        0     0.000
     1433     0.000     0.000     0.000     0.000     0.000        0     0.000
     1434     0.000     0.000     0.000     0.000     0.000        0     0.000
     1435     0.000     0.000     0.000     0.000     0.000        0     0.000
     1436     0.000     0.000     0.000     0.000     0.000        0     0.000
     1437     0.000     0.000     0.000     0.000     0.000        0     0.000
     1438     0.000     0.000     0.000     0.000     0.000        0     0.000
     1439     0.000     0.000     0.000     0.000     0.000        0     0.000
     1440     0.000     0.000     0.000     0.000     0.000        0     0.000
     1441     0.000     0.000     0.000     0.000     0.000        0     0.000
     1442     0.000     0.000     0.000     0.000     0.000        0     0.000
     1443     0.000     0.000     0.000     0.000     0.000        0     0.000
     1444     0.000     0.000     0.000     0.000     0.000        0     0.000
     1445     0.000     0.000     0.000     0.000     0.000        0     0.000
     1446     0.000     0.000     0.000     0.000     0.000        0     0.000
     1447     0.000     0.000     0.000     0.000     0.000        0     0.000
     1448     0.000     0.000     0.000     0.000     0.000        0     0.000
     1449     0.000     0.000     0.000     0.000     0.000        0     0.000
     1450     0.000     0.000     0.000     0.000     0.000        0     0.000
     1451     0.000     0.000     0.000     0.000     0.000        0     0.000
     1452     0.000     0.000     0.000     0.000     0.000        0     0.000
     1453     0.000     0.000     0.000     0.000     0.000        0     0.000
     1454     0.000     0.000     0.000     0.000     0.000        0     0.000
     1455     0.000     0.000     0.000     0.000     0.000        0     0.000
     1456     0.000     0.000     0.000     0.000     0.000        0     0.000
     1457     0.000     0.000     0.000     0.000     0.000        0     0.000
     1458     0.000     0.000     0.000     0.000     0.000        0     0.000
     1459     0.000     0.000     0.000     0.000     0.000        0     0.000
     1460     0.000     0.000     0.000     0.000     0.000        0     0.000
     1461     0.000     0.000     0.000     0.000     0.000        0     0.000
